SC_CODE,SC_GROUP,SC_TYPE,ISIN_CODE,TRADING_DATE
958465,F ,D,INE923I07114,20-Feb-19
958562,F ,D,INE504L07BM0,20-Feb-19
961695,F ,B,INE092T08CD4,20-Feb-19
961699,F ,B,INE092T08CG7,20-Feb-19
961700,F ,B,INE092T08CH5,20-Feb-19
961703,F ,B,INE062A08058,20-Feb-19
961706,F ,B,INE787H07024,20-Feb-19
961711,F ,B,INE134E07075,20-Feb-19
961712,F ,B,INE134E07083,20-Feb-19
961714,F ,B,INE134E07109,20-Feb-19
961716,F ,B,INE134E07166,20-Feb-19
961718,F ,B,INE134E07182,20-Feb-19
961721,F ,B,INE691I07265,20-Feb-19
961722,F ,B,INE691I07273,20-Feb-19
961727,F ,B,INE906B07CA1,20-Feb-19
961728,F ,B,INE906B07CB9,20-Feb-19
961729,F ,B,INE134E07190,20-Feb-19
961731,F ,B,INE053F07520,20-Feb-19
961732,F ,B,INE053F07538,20-Feb-19
961737,F ,B,INE691I07299,20-Feb-19
961738,F ,B,INE691I07307,20-Feb-19
961740,F ,B,INE872A07PY9,20-Feb-19
961742,F ,B,INE872A07QA7,20-Feb-19
961744,F ,B,INE020B07GH7,20-Feb-19
961750,F ,B,INE134E07331,20-Feb-19
961751,F ,B,INE134E07349,20-Feb-19
961752,F ,B,INE787H07131,20-Feb-19
961754,F ,B,INE787H07156,20-Feb-19
961755,F ,B,INE053F07561,20-Feb-19
961757,F ,B,INE053F07587,20-Feb-19
961764,F ,B,INE031A07857,20-Feb-19
961765,F ,B,INE031A07865,20-Feb-19
961769,F ,B,INE787H07164,20-Feb-19
961772,F ,B,INE134E07356,20-Feb-19
961776,F ,B,INE020B07HP8,20-Feb-19
961778,F ,B,INE020B07HR4,20-Feb-19
961779,F ,B,INE020B07HS2,20-Feb-19
961784,F ,B,INE031A07931,20-Feb-19
961785,F ,B,INE031A07949,20-Feb-19
961791,F ,B,INE848E07559,20-Feb-19
961794,F ,B,INE787H07271,20-Feb-19
961804,F ,B,INE134E07463,20-Feb-19
961810,F ,B,INE733E07JJ9,20-Feb-19
961814,F ,B,INE031A07998,20-Feb-19
961816,F ,B,INE031A07AB2,20-Feb-19
961821,F ,B,INE787H07362,20-Feb-19
961822,F ,B,INE787H07370,20-Feb-19
961826,F ,B,INE906B07DF8,20-Feb-19
961829,F ,B,INE053F07678,20-Feb-19
961837,F ,B,INE202E07112,20-Feb-19
961849,F ,B,INE363O07087,20-Feb-19
961861,F ,B,INE031A07AF3,20-Feb-19
961863,F ,B,INE031A07AG1,20-Feb-19
961879,F ,B,INE053F07710,20-Feb-19
961885,F ,B,INE053F07744,20-Feb-19
961893,F ,B,INE787H07412,20-Feb-19
961895,F ,B,INE787H07420,20-Feb-19
961897,F ,B,INE787H07438,20-Feb-19
972536,F ,B,INE261F09EZ1,20-Feb-19
972609,F ,B,INE039A08122,20-Feb-19
972660,F ,B,INE039A09MT8,20-Feb-19
972661,F ,B,INE039A09MU6,20-Feb-19
972662,F ,B,INE039A09MV4,20-Feb-19
972690,F ,B,INE039A09NV2,20-Feb-19
972704,F ,B,INE039A09NX8,20-Feb-19
972713,F ,B,INE039A09OE6,20-Feb-19
972714,F ,B,INE039A09OF3,20-Feb-19
972719,F ,B,INE039A09OU2,20-Feb-19
972720,F ,B,INE039A09OV0,20-Feb-19
972722,F ,B,INE039A09OX6,20-Feb-19
972885,F ,B,INE560K07094,20-Feb-19
